transcript_id	gene_id	flight1	flight2	flight3	ground1	ground2	ground3
AT2G31600.2	AT2G31600	0.00	0.57	0.04	0.44	0.00	0.00
AT2G31610.1	AT2G31610	312.36	313.32	335.59	465.26	315.70	344.45
AT2G31620.1	AT2G31620	0.00	0.00	0.00	0.00	0.00	0.00
AT2G31625.1	AT2G31625	0.00	0.00	0.00	0.00	0.00	0.00
AT2G31650.1	AT2G31650	4.52	5.30	5.01	4.43	3.71	4.28
AT2G31660.1	AT2G31660	21.10	21.90	21.21	32.15	20.84	25.45
AT2G31670.1	AT2G31670	61.79	54.78	57.30	77.84	64.13	56.90
AT2G31680.1	AT2G31680	32.71	35.62	33.66	41.58	33.39	42.91
AT2G31690.1	AT2G31690	0.00	0.00	0.00	0.00	0.00	0.00
AT2G31700.1	AT2G31700	0.00	0.00	0.00	0.00	0.00	0.00
AT2G31710.1	AT2G31710	37.32	42.23	42.82	44.63	40.67	39.33
AT2G31720.1	AT2G31720	0.00	0.00	0.00	0.00	0.00	0.00
AT2G31725.1	AT2G31725	13.68	14.64	18.74	35.06	25.36	38.19
AT2G31730.1	AT2G31730	5.78	6.90	7.52	3.44	5.93	2.60
AT2G31740.1	AT2G31740	12.86	13.91	12.45	18.39	14.64	18.01
AT2G31750.1	AT2G31750	41.87	44.54	45.57	33.29	34.83	35.38
AT2G31751.1	AT2G31751	0.00	0.00	0.02	0.04	0.13	0.14
AT2G31760.1	AT2G31760	0.00	0.00	0.00	0.00	0.00	0.00
AT2G31770.1	AT2G31770	0.00	0.06	0.00	0.00	0.00	0.00
AT2G31780.1	AT2G31780	0.00	0.00	0.00	0.00	0.00	0.00
AT2G31790.1	AT2G31790	19.95	12.92	17.05	40.26	24.16	32.50
AT2G31800.1	AT2G31800	43.85	34.27	46.75	19.99	32.06	26.50
AT2G31810.1	AT2G31810	112.57	97.07	122.49	43.69	64.35	49.47
AT2G31810.2	AT2G31810	0.49	0.50	0.72	0.32	0.31	0.00
AT2G31810.3	AT2G31810	0.00	0.00	2.17	0.00	0.00	0.00
AT2G31820.1	AT2G31820	19.42	20.38	23.48	20.34	19.58	20.86
AT2G31830.1	AT2G31830	0.00	0.36	0.20	0.31	0.00	0.08
AT2G31830.2	AT2G31830	0.26	0.00	0.00	0.00	0.31	0.00
AT2G31840.1	AT2G31840	4.81	6.83	5.93	9.96	7.69	9.32
AT2G31850.1	AT2G31850	0.00	0.00	0.00	0.00	0.00	0.00
AT2G31860.1	AT2G31860	1.47	1.08	1.87	0.64	0.65	0.51
AT2G31862.1	AT2G31862	0.23	0.00	0.00	0.00	0.00	0.53
AT2G31865.1	AT2G31865	0.83	0.93	1.24	2.15	1.60	1.41
AT2G31865.2	AT2G31865	0.00	0.00	0.00	0.00	0.00	0.27
AT2G31870.1	AT2G31870	0.84	2.59	2.03	1.61	1.45	1.74
AT2G31870.2	AT2G31870	1.62	1.70	0.98	1.11	1.43	1.81
AT2G31880.1	AT2G31880	24.57	28.17	28.09	19.70	21.60	21.01
AT2G31890.1	AT2G31890	2.36	4.19	2.70	3.94	3.78	2.37
AT2G31900.1	AT2G31900	7.16	5.34	5.85	5.63	6.00	4.76
AT2G31902.1	AT2G31902	0.78	0.78	1.39	1.21	1.07	1.05
AT2G31910.1	AT2G31910	0.05	0.06	0.01	0.00	0.15	0.06
AT2G31920.1	AT2G31920	0.96	0.70	0.18	0.77	0.40	1.34
AT2G31930.1	AT2G31930	1.45	1.68	4.69	0.89	1.74	2.83
AT2G31940.1	AT2G31940	3.01	1.85	7.21	0.97	5.52	8.38
AT2G31945.1	AT2G31945	22.19	38.09	34.93	7.31	15.73	15.92
AT2G31953.1	AT2G31953	0.00	0.00	0.00	0.00	0.00	0.00
AT2G31955.1	AT2G31955	6.45	12.40	10.45	10.61	13.33	12.23
AT2G31955.2	AT2G31955	5.64	3.93	4.24	3.22	3.45	1.53
AT2G31955.3	AT2G31955	1.99	1.07	1.88	0.28	0.37	0.77
AT2G31957.1	AT2G31957	0.00	0.00	0.00	0.00	0.00	0.00
AT2G31960.1	AT2G31960	23.72	2.13	21.92	18.65	18.42	9.63
AT2G31960.2	AT2G31960	2.41	23.51	0.00	0.00	2.61	8.90
AT2G31970.1	AT2G31970	7.33	6.77	5.39	7.00	7.54	7.84
AT2G31980.1	AT2G31980	0.51	3.28	2.04	1.20	0.62	2.62
AT2G31981.1	AT2G31981	0.00	0.00	0.00	0.00	0.00	0.00
AT2G31985.1	AT2G31985	0.00	0.00	0.00	0.00	0.70	0.00
AT2G31990.1	AT2G31990	6.47	8.75	7.23	5.72	7.63	6.85
AT2G32000.1	AT2G32000	8.43	6.81	8.82	4.31	8.54	4.21
AT2G32000.2	AT2G32000	2.73	0.00	0.77	3.04	0.60	2.93
AT2G32010.1	AT2G32010	1.96	3.77	3.43	4.39	4.01	2.84
AT2G32010.2	AT2G32010	0.00	0.35	0.00	0.00	0.49	0.00
AT2G32020.1	AT2G32020	27.59	51.25	37.79	41.04	26.55	50.88
AT2G32030.1	AT2G32030	2.30	2.92	2.33	2.12	1.37	2.88
AT2G32040.1	AT2G32040	9.85	13.67	11.34	9.30	8.58	8.12
AT2G32050.1	AT2G32050	0.00	0.00	0.00	0.49	0.58	0.33
AT2G32060.1	AT2G32060	12.50	12.65	20.77	17.94	16.15	6.95
AT2G32060.2	AT2G32060	155.49	124.81	192.93	315.38	234.64	212.27
AT2G32060.3	AT2G32060	173.31	233.49	157.63	329.45	228.02	316.43
AT2G32070.1	AT2G32070	32.60	36.13	37.89	47.88	47.67	49.76
AT2G32080.1	AT2G32080	25.02	19.25	21.69	17.61	13.75	14.71
AT2G32080.2	AT2G32080	48.47	65.74	56.32	50.69	51.24	48.33
AT2G32090.1	AT2G32090	35.06	53.94	36.61	22.33	37.15	33.16
AT2G32090.2	AT2G32090	0.00	0.54	1.75	1.82	0.13	0.00
AT2G32100.1	AT2G32100	0.20	1.71	0.42	2.78	2.83	1.42
AT2G32110.1	AT2G32110	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32120.1	AT2G32120	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32120.2	AT2G32120	2.13	5.42	1.86	3.96	3.29	5.63
AT2G32130.1	AT2G32130	0.00	0.00	0.31	0.23	0.38	1.06
AT2G32140.1	AT2G32140	0.00	0.35	0.97	0.12	0.14	0.00
AT2G32150.1	AT2G32150	221.56	193.20	270.73	31.21	65.30	46.27
AT2G32160.1	AT2G32160	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32160.2	AT2G32160	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32160.3	AT2G32160	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32170.1	AT2G32170	12.07	10.19	11.03	12.08	11.89	12.27
AT2G32170.2	AT2G32170	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32179.1	AT2G32179	0.32	0.00	0.51	0.53	0.00	0.00
AT2G32180.1	AT2G32180	9.28	19.31	1.31	7.65	16.21	7.21
AT2G32190.1	AT2G32190	12.70	30.16	8.83	17.69	15.07	22.84
AT2G32190.2	AT2G32190	0.00	0.00	0.00	0.67	2.46	0.12
AT2G32200.1	AT2G32200	0.00	0.00	0.00	0.23	0.00	0.00
AT2G32210.1	AT2G32210	3.52	12.26	7.14	18.64	10.89	11.97
AT2G32220.1	AT2G32220	18.92	18.89	19.21	64.38	39.07	62.30
AT2G32230.1	AT2G32230	8.22	7.56	7.10	11.94	10.74	6.95
AT2G32235.1	AT2G32235	16.52	21.93	20.47	15.73	15.10	14.73
AT2G32240.1	AT2G32240	80.83	79.59	74.63	77.58	70.18	82.16
AT2G32250.1	AT2G32250	2.33	0.00	0.00	0.03	0.00	0.00
AT2G32250.2	AT2G32250	1.76	1.77	1.45	0.00	0.53	1.27
AT2G32250.3	AT2G32250	2.14	3.71	5.41	2.64	4.45	2.65
AT2G32250.4	AT2G32250	0.97	0.91	1.33	3.16	1.43	2.10
AT2G32260.1	AT2G32260	59.84	59.06	58.16	48.58	45.56	54.94
AT2G32270.1	AT2G32270	29.43	38.11	30.36	21.19	36.23	34.74
AT2G32273.1	AT2G32273	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32275.1	AT2G32275	0.13	0.00	0.42	1.17	0.06	0.00
AT2G32280.1	AT2G32280	10.93	5.33	7.90	19.86	13.98	11.22
AT2G32290.1	AT2G32290	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32291.1	AT2G32291	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32295.1	AT2G32295	7.50	14.60	14.15	13.91	14.36	15.62
AT2G32300.1	AT2G32300	58.57	31.64	53.78	31.71	42.81	44.27
AT2G32310.1	AT2G32310	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32310.2	AT2G32310	0.00	0.00	0.40	0.00	0.00	0.00
AT2G32315.1	AT2G32315	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32320.1	AT2G32320	11.96	13.20	10.68	12.70	11.88	11.98
AT2G32320.2	AT2G32320	0.00	0.00	0.00	0.00	0.25	0.32
AT2G32320.3	AT2G32320	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32340.1	AT2G32340	0.53	2.25	0.32	1.08	1.08	0.72
AT2G32350.1	AT2G32350	0.00	0.00	0.00	0.00	0.00	1.61
AT2G32360.1	AT2G32360	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32370.1	AT2G32370	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32380.1	AT2G32380	41.55	42.51	50.84	57.51	48.44	59.30
AT2G32390.1	AT2G32390	0.00	2.01	0.00	0.00	0.00	0.55
AT2G32390.2	AT2G32390	4.81	1.22	3.34	4.24	4.92	6.64
AT2G32390.3	AT2G32390	0.00	0.00	1.02	2.25	2.80	1.85
AT2G32400.1	AT2G32400	1.71	1.86	1.56	2.74	1.74	2.40
AT2G32410.1	AT2G32410	2.93	4.60	3.65	4.81	5.00	2.85
AT2G32410.2	AT2G32410	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32415.1	AT2G32415	4.39	3.33	3.90	1.91	3.60	3.07
AT2G32415.2	AT2G32415	0.49	0.00	0.97	1.94	0.49	0.00
AT2G32430.1	AT2G32430	5.21	5.61	5.85	12.48	12.62	12.50
AT2G32440.1	AT2G32440	5.75	4.47	3.46	0.14	2.43	2.53
AT2G32440.2	AT2G32440	0.00	0.00	1.08	4.70	1.93	1.85
AT2G32450.1	AT2G32450	6.31	7.50	5.22	6.57	6.57	6.37
AT2G32460.1	AT2G32460	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32460.2	AT2G32460	0.00	0.08	0.29	0.00	0.00	0.27
AT2G32470.1	AT2G32470	0.00	0.00	0.00	0.08	0.12	0.37
AT2G32480.1	AT2G32480	14.11	20.14	6.96	14.61	14.82	17.84
AT2G32480.2	AT2G32480	1.16	3.47	0.75	0.00	0.81	0.00
AT2G32487.1	AT2G32487	3.22	4.81	8.45	4.49	3.55	4.53
AT2G32490.1	AT2G32490	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32500.1	AT2G32500	2.52	2.02	2.31	3.02	2.19	2.79
AT2G32510.1	AT2G32510	4.50	9.25	2.61	6.56	16.48	12.45
AT2G32520.1	AT2G32520	124.35	139.33	155.91	104.89	102.48	107.65
AT2G32530.1	AT2G32530	0.76	4.32	0.93	1.35	1.95	2.15
AT2G32540.1	AT2G32540	0.70	1.91	0.47	0.43	0.28	0.45
AT2G32550.1	AT2G32550	0.75	0.50	1.95	2.10	1.11	1.93
AT2G32560.1	AT2G32560	11.63	16.27	11.39	16.55	13.09	15.72
AT2G32580.1	AT2G32580	41.62	51.57	48.76	53.17	61.84	58.76
AT2G32580.2	AT2G32580	1.08	1.29	0.00	1.18	0.52	0.78
AT2G32590.1	AT2G32590	4.17	3.47	4.09	5.59	4.21	3.16
AT2G32600.1	AT2G32600	33.19	33.00	35.48	33.11	28.93	31.90
AT2G32610.1	AT2G32610	1.51	1.39	1.88	1.71	2.18	2.00
AT2G32620.1	AT2G32620	0.96	0.76	1.10	0.45	0.39	0.59
AT2G32630.1	AT2G32630	0.65	1.53	0.72	1.65	1.34	0.78
AT2G32640.1	AT2G32640	0.00	0.00	1.21	1.98	1.46	0.94
AT2G32640.2	AT2G32640	0.41	0.70	0.00	0.00	0.88	1.01
AT2G32645.1	AT2G32645	0.24	0.20	0.00	0.27	0.00	0.19
AT2G32650.1	AT2G32650	14.62	20.97	16.25	21.62	21.65	14.30
AT2G32650.2	AT2G32650	0.06	0.00	0.00	0.00	0.00	0.00
AT2G32660.1	AT2G32660	0.85	1.05	0.61	1.81	3.21	2.01
AT2G32670.1	AT2G32670	0.83	1.24	0.44	2.07	0.85	0.56
AT2G32680.1	AT2G32680	0.00	0.41	0.02	0.00	0.02	0.07
AT2G32690.1	AT2G32690	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32690.2	AT2G32690	0.00	0.38	0.00	0.00	0.00	0.00
AT2G32690.3	AT2G32690	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32690.4	AT2G32690	0.45	0.00	1.39	1.75	0.92	0.93
AT2G32698.1	AT2G32698	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32700.1	AT2G32700	0.00	0.00	0.00	0.00	7.47	0.00
AT2G32700.2	AT2G32700	1.81	0.00	4.68	8.52	0.00	3.51
AT2G32700.3	AT2G32700	0.00	1.23	0.14	0.00	0.00	2.15
AT2G32700.4	AT2G32700	9.95	10.44	11.16	10.04	9.05	7.03
AT2G32700.5	AT2G32700	12.24	12.78	13.02	13.96	9.97	6.81
AT2G32700.6	AT2G32700	26.52	25.15	22.85	16.62	19.15	22.97
AT2G32700.7	AT2G32700	0.00	0.00	0.07	0.94	0.00	0.05
AT2G32710.1	AT2G32710	11.10	18.80	7.75	2.11	6.28	5.87
AT2G32710.2	AT2G32710	12.52	15.03	17.19	9.31	6.46	5.69
AT2G32720.1	AT2G32720	108.49	143.97	106.55	207.97	121.19	154.77
AT2G32730.1	AT2G32730	49.57	46.35	41.43	48.55	42.14	44.01
AT2G32740.1	AT2G32740	2.35	0.51	1.47	0.82	0.62	0.52
AT2G32750.1	AT2G32750	0.50	0.41	0.54	0.63	0.97	0.22
AT2G32760.1	AT2G32760	5.12	4.92	5.02	8.08	3.98	4.39
AT2G32760.2	AT2G32760	2.97	1.51	4.24	3.03	4.41	3.79
AT2G32765.1	AT2G32765	1.62	1.88	0.84	2.43	2.32	6.55
AT2G32770.1	AT2G32770	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32770.2	AT2G32770	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32770.3	AT2G32770	0.14	0.04	0.00	0.00	0.00	0.00
AT2G32780.1	AT2G32780	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32785.1	AT2G32785	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32788.1	AT2G32788	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32790.1	AT2G32790	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32795.1	AT2G32795	1.69	3.77	6.53	0.35	5.50	1.63
AT2G32800.1	AT2G32800	5.57	6.68	6.04	6.15	5.69	7.52
AT2G32810.1	AT2G32810	12.63	9.76	11.49	11.66	10.20	8.16
AT2G32810.2	AT2G32810	0.00	0.00	0.43	0.00	0.38	0.78
AT2G32820.1	AT2G32820	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32830.1	AT2G32830	0.36	0.97	0.49	0.68	0.30	0.40
AT2G32835.1	AT2G32835	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32840.1	AT2G32840	5.09	2.51	3.48	6.79	6.52	5.41
AT2G32840.2	AT2G32840	0.00	0.76	0.00	0.00	0.00	0.00
AT2G32850.1	AT2G32850	4.56	7.84	6.57	7.49	5.85	6.37
AT2G32850.2	AT2G32850	24.73	17.83	22.45	24.20	22.13	22.27
AT2G32860.1	AT2G32860	1.55	0.66	1.19	1.26	1.62	1.09
AT2G32860.2	AT2G32860	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32870.1	AT2G32870	0.09	0.01	0.00	0.03	0.00	0.01
AT2G32880.1	AT2G32880	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32885.1	AT2G32885	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32890.1	AT2G32890	0.00	0.00	0.00	0.09	0.00	0.00
AT2G32900.1	AT2G32900	13.94	14.35	15.22	13.33	13.76	14.69
AT2G32905.1	AT2G32905	0.00	0.00	0.00	0.00	0.00	0.00
AT2G32910.1	AT2G32910	14.20	12.02	13.16	15.35	13.76	13.30
AT2G32920.1	AT2G32920	36.18	32.63	38.29	63.62	45.45	47.03
AT2G32930.1	AT2G32930	2.12	0.00	4.42	4.89	2.72	4.79
AT2G32930.2	AT2G32930	0.00	2.81	0.00	0.00	0.00	0.05
AT2G32940.1	AT2G32940	1.21	1.01	1.17	1.47	1.66	1.12
AT2G32950.1	AT2G32950	12.36	18.86	12.57	19.16	15.85	19.21
AT2G32960.1	AT2G32960	23.58	33.09	21.31	63.75	36.67	57.47
AT2G32970.1	AT2G32970	1.38	0.00	0.00	0.40	0.00	0.00
AT2G32970.2	AT2G32970	4.16	7.42	5.98	3.84	5.29	4.62
AT2G32980.1	AT2G32980	25.65	24.69	26.12	22.75	24.84	25.83
AT2G32990.1	AT2G32990	9.97	31.69	12.72	48.10	39.05	39.85
AT2G33000.1	AT2G33000	1.32	0.78	0.74	1.07	1.51	1.40
AT2G33006.1	AT2G33006	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33010.1	AT2G33010	0.17	0.00	0.00	0.00	0.00	0.06
AT2G33020.1	AT2G33020	0.00	0.00	0.00	0.20	0.14	0.00
AT2G33030.1	AT2G33030	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33040.1	AT2G33040	334.43	319.47	355.30	453.30	350.75	379.27
AT2G33050.1	AT2G33050	3.47	2.49	2.37	3.44	4.48	2.84
AT2G33051.1	AT2G33051	0.22	2.41	1.60	1.98	1.28	1.49
AT2G33060.1	AT2G33060	2.13	3.05	2.67	1.73	1.81	1.70
AT2G33070.1	AT2G33070	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33070.2	AT2G33070	0.17	0.28	0.80	0.45	0.34	0.24
AT2G33070.3	AT2G33070	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33080.1	AT2G33080	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33090.1	AT2G33090	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33100.1	AT2G33100	0.00	0.00	0.00	0.00	0.00	0.05
AT2G33110.1	AT2G33110	2.41	3.48	2.67	2.91	1.84	2.07
AT2G33120.1	AT2G33120	108.97	123.25	126.15	97.07	100.07	101.20
AT2G33120.2	AT2G33120	0.36	1.12	0.30	0.91	0.07	2.03
AT2G33120.3	AT2G33120	0.00	0.34	0.00	0.00	0.00	0.00
AT2G33130.1	AT2G33130	0.00	0.60	3.70	0.00	3.93	0.00
AT2G33140.1	AT2G33140	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33150.1	AT2G33150	179.71	163.28	227.25	111.01	135.62	117.27
AT2G33160.1	AT2G33160	0.01	0.51	0.03	0.00	0.14	0.00
AT2G33170.1	AT2G33170	5.30	7.00	5.34	4.13	3.34	3.21
AT2G33175.1	AT2G33175	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33180.1	AT2G33180	6.43	7.32	3.01	8.43	4.63	6.02
AT2G33190.1	AT2G33190	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33200.1	AT2G33200	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33205.1	AT2G33205	1.08	0.76	1.57	4.25	2.96	4.90
AT2G33210.1	AT2G33210	23.30	18.78	20.79	33.60	19.97	21.36
AT2G33210.2	AT2G33210	0.00	2.12	0.00	1.65	0.25	2.02
AT2G33220.1	AT2G33220	63.72	58.64	64.64	67.01	61.23	58.32
AT2G33230.1	AT2G33230	0.00	0.00	0.00	0.07	0.21	0.00
AT2G33233.1	AT2G33233	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33240.1	AT2G33240	0.05	0.16	0.09	0.38	0.23	0.27
AT2G33250.1	AT2G33250	7.37	22.11	6.70	15.70	18.76	19.76
AT2G33255.1	AT2G33255	12.76	18.53	12.59	17.47	18.30	17.96
AT2G33260.1	AT2G33260	0.00	0.00	0.80	0.15	0.00	0.00
AT2G33270.1	AT2G33270	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33280.1	AT2G33280	0.00	0.35	0.00	0.02	0.18	0.06
AT2G33290.1	AT2G33290	5.43	3.87	3.66	6.20	3.84	5.91
AT2G33300.1	AT2G33300	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33310.1	AT2G33310	42.28	62.59	36.07	39.30	30.48	35.83
AT2G33310.2	AT2G33310	1.97	6.04	5.34	5.16	7.45	8.36
AT2G33310.3	AT2G33310	0.00	0.00	0.00	0.09	0.00	0.21
AT2G33320.1	AT2G33320	1.95	3.14	2.23	5.01	4.28	3.89
AT2G33330.1	AT2G33330	15.45	16.77	16.38	16.86	12.57	15.28
AT2G33340.1	AT2G33340	71.95	86.44	77.56	56.36	56.60	55.00
AT2G33340.2	AT2G33340	6.79	7.78	2.89	1.84	1.53	2.53
AT2G33340.3	AT2G33340	1.44	0.80	0.94	0.20	0.00	0.65
AT2G33350.1	AT2G33350	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33350.2	AT2G33350	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33360.1	AT2G33360	6.11	6.22	5.49	7.24	6.04	6.32
AT2G33360.2	AT2G33360	0.00	2.09	0.00	0.00	0.00	0.53
AT2G33370.1	AT2G33370	314.09	296.83	371.87	530.78	459.57	420.79
AT2G33380.1	AT2G33380	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33380.2	AT2G33380	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33385.1	AT2G33385	0.00	0.00	1.34	0.00	0.00	0.00
AT2G33385.2	AT2G33385	1.30	3.44	0.00	2.32	2.36	3.14
AT2G33390.1	AT2G33390	32.91	24.17	37.19	23.26	31.80	31.83
AT2G33400.1	AT2G33400	9.36	8.40	12.73	17.90	16.25	13.78
AT2G33410.1	AT2G33410	50.06	57.24	46.58	53.54	40.02	35.48
AT2G33420.1	AT2G33420	0.00	0.00	0.00	0.00	0.03	0.00
AT2G33430.1	AT2G33430	19.55	25.27	22.53	23.52	22.31	17.67
AT2G33435.1	AT2G33435	8.79	8.84	7.85	7.38	7.32	8.32
AT2G33440.1	AT2G33440	11.94	12.12	17.33	13.36	8.48	10.33
AT2G33450.1	AT2G33450	45.10	51.72	38.63	50.46	35.60	45.32
AT2G33460.1	AT2G33460	3.14	3.80	1.55	2.69	2.03	1.74
AT2G33470.1	AT2G33470	0.00	5.90	2.27	2.57	14.69	9.57
AT2G33470.2	AT2G33470	58.50	59.88	61.10	65.35	33.85	42.43
AT2G33480.1	AT2G33480	12.00	15.36	21.14	12.25	17.48	10.98
AT2G33480.2	AT2G33480	2.07	2.42	3.20	2.61	1.53	2.46
AT2G33490.1	AT2G33490	10.88	12.15	10.81	9.87	11.01	11.60
AT2G33500.1	AT2G33500	3.74	2.98	1.75	1.56	1.85	0.62
AT2G33500.2	AT2G33500	1.72	1.16	3.20	2.81	3.62	2.73
AT2G33509.1	AT2G33509	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33510.1	AT2G33510	13.93	13.54	21.81	16.08	11.08	16.98
AT2G33510.2	AT2G33510	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33520.1	AT2G33520	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33530.1	AT2G33530	2.86	7.84	5.61	12.51	10.51	7.20
AT2G33540.1	AT2G33540	6.28	5.91	5.75	6.78	5.77	6.68
AT2G33550.1	AT2G33550	17.02	25.99	18.46	32.78	35.20	32.14
AT2G33560.1	AT2G33560	7.19	4.50	4.07	10.81	5.97	4.60
AT2G33560.2	AT2G33560	0.93	0.27	3.22	3.03	2.03	2.35
AT2G33570.1	AT2G33570	8.87	11.25	8.98	11.91	11.23	11.71
AT2G33580.1	AT2G33580	2.55	3.25	2.92	2.30	2.82	2.41
AT2G33585.1	AT2G33585	20.49	22.54	27.75	21.51	24.41	24.03
AT2G33590.1	AT2G33590	24.41	36.25	27.30	26.43	27.75	31.85
AT2G33600.1	AT2G33600	12.20	12.91	18.33	16.38	13.74	16.08
AT2G33610.1	AT2G33610	23.15	24.61	25.74	21.46	20.93	19.78
AT2G33620.1	AT2G33620	1.66	4.68	0.55	6.90	6.19	8.19
AT2G33620.2	AT2G33620	3.45	4.78	1.78	7.01	6.07	4.39
AT2G33620.3	AT2G33620	3.77	1.18	4.42	7.89	11.17	9.08
AT2G33620.4	AT2G33620	5.28	8.88	7.30	20.20	10.45	8.06
AT2G33630.1	AT2G33630	58.40	64.59	66.58	47.66	53.62	54.37
AT2G33640.1	AT2G33640	0.49	1.00	1.60	1.39	0.97	1.20
AT2G33650.1	AT2G33650	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33655.1	AT2G33655	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33660.1	AT2G33660	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33670.1	AT2G33670	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33680.1	AT2G33680	0.57	0.51	0.55	2.95	1.02	2.27
AT2G33690.1	AT2G33690	0.00	0.00	0.00	1.42	0.00	0.00
AT2G33700.1	AT2G33700	19.00	28.27	22.02	17.74	16.67	20.48
AT2G33705.1	AT2G33705	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33707.1	AT2G33707	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33710.1	AT2G33710	7.82	11.89	7.05	9.64	7.18	10.50
AT2G33710.2	AT2G33710	0.00	0.00	0.00	0.54	0.00	0.00
AT2G33720.1	AT2G33720	0.02	0.58	0.10	0.31	0.00	0.11
AT2G33730.1	AT2G33730	35.05	30.98	27.79	30.84	27.49	26.38
AT2G33735.1	AT2G33735	5.14	7.02	4.47	4.90	8.79	3.88
AT2G33740.1	AT2G33740	0.10	0.06	0.44	0.70	0.90	0.28
AT2G33740.2	AT2G33740	40.28	45.93	51.70	38.70	41.55	37.38
AT2G33750.1	AT2G33750	0.01	0.00	0.86	0.26	0.00	0.20
AT2G33750.2	AT2G33750	0.07	0.27	0.00	0.00	0.00	0.00
AT2G33760.1	AT2G33760	0.19	0.31	0.21	0.37	0.35	0.55
AT2G33770.1	AT2G33770	19.66	37.53	27.32	38.19	16.73	23.59
AT2G33775.1	AT2G33775	1.29	1.72	0.41	0.55	0.27	1.60
AT2G33780.1	AT2G33780	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33790.1	AT2G33790	59.13	16.50	35.93	43.50	22.76	18.23
AT2G33793.1	AT2G33793	1.46	0.53	1.09	4.68	1.59	3.34
AT2G33796.1	AT2G33796	0.00	0.00	0.00	0.00	0.00	0.00
AT2G33800.1	AT2G33800	51.37	56.53	51.70	42.53	59.59	43.84
AT2G33810.1	AT2G33810	14.29	10.47	6.40	0.96	4.45	1.22
AT2G33815.1	AT2G33815	0.00	0.00	0.00	0.00	0.00	0.54
AT2G33820.1	AT2G33820	3.32	4.99	2.25	4.54	4.59	4.47
AT2G33830.1	AT2G33830	79.48	36.97	72.96	0.70	20.21	8.22
AT2G33830.2	AT2G33830	2851.51	1414.85	3338.19	51.68	759.57	229.14
AT2G33835.1	AT2G33835	4.94	6.41	6.85	6.41	4.38	4.77
AT2G33840.1	AT2G33840	33.41	26.10	23.59	36.80	30.59	29.59
AT2G33845.1	AT2G33845	21.13	21.51	22.45	32.50	27.42	27.96
AT2G33847.1	AT2G33847	2.23	1.48	0.88	3.36	3.42	5.80
